Nº;TITULO;Autor;Año;SignaturaLCC;LCCSeccion;LCCNumero;LCCCutter;Ejemplar;Observaciones
2060;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;1;
2061;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;2;
2062;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;3;
2063;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;4;
2064;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;5;
2065;Analisis y Diseño Algoritmos con implementacion en C++, JAVA, PHP.;Arturo Diaz Pulido;2015;QA76.9.A43.D71;QA;76.9;.A43.D71;6;
2066;Introduccion al diseño y analisis de algoritmos Un enfoque estrategico;R. C. T. Lee;2007;QA76.9.A43.I61;QA;76.9;.A43.I61;1;
2067;Introduccion al diseño y analisis de algoritmos Un enfoque estrategico;R. C. T. Lee;2007;QA76.9.A43.I61;QA;76.9;.A43.I61;2;
2068;Introduccion al diseño y analisis de algoritmos Un enfoque estrategico;R. C. T. Lee;2007;QA76.9.A43.I61;QA;76.9;.A43.I61;3;
2069;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 3ra Edicion;Luis Joyanes Aguilar;2003;QA76.9.A43.J79;QA;76.9;.A43.J79;1;
2070;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;1;
2071;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 3ra Edicion;Luis Joyanes Aguilar;2003;QA76.9.A43.J79;QA;76.9;.A43.J79;2;
2072;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;2;
2073;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;3;
2074;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;4;
2075;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;5;
2076;Fundamentos de programacion Algoritmos, Estructuras de datos y Objetos 4ta Edicion;Luis Joyanes Aguilar;2008;QA76.9.A43.J79;QA;76.9;.A43.J79;6;
2077;ALGORITMOS y su Codificacion en C++;Cesar Liza Avila;2000;QA76.9.A43.L69;QA;76.9;.A43.L69;1;
2078;ALGORITMOS y su Codificacion en C++ Volumen 1, 2da Edicion;Cesar Liza Avila;2008;QA76.9.A43.L69  V.1;QA;76.9;.A43.L69  V.1;1;
2079;ALGORITMOS y su Codificacion en C++ Volumen 2, 2da Edicion;Cesar Liza Avila;2008;QA76.9.A43.L69  V.2;QA;76.9;.A43.L69  V.2;1;
2080;ALGORITMOS y su Codificacion en C++ Volumen 2, 2da Edicion;Cesar Liza Avila;2008;QA76.9.A43.L69  V.2;QA;76.9;.A43.L69  V.2;2;
2081;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;1;
2082;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;2;
2083;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;3;
2084;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;4;
2085;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;5;
2086;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;6;
2087;Analisis y Diseño de ALGORITMOS Implementacion en C y Pascal;Gustavo Lopez, Ismael Jeder;2009;QA76.9.A43.L86;QA;76.9;.A43.L86;7;
2088;Especificacion, Derivacion y Analisis de Algoritmos ejercicios resueltos;Narciso Marti Oliet, Clara Maria Segura Diaz y otros;2006;QA76.9.A43.M26;QA;76.9;.A43.M26;1;
2089;Especificacion, Derivacion y Analisis de Algoritmos ejercicios resueltos;Narciso Marti Oliet, Clara Maria Segura Diaz y otros;2006;QA76.9.A43.M26;QA;76.9;.A43.M26;2;
2090;Especificacion, Derivacion y Analisis de Algoritmos ejercicios resueltos;Narciso Marti Oliet, Clara Maria Segura Diaz y otros;2006;QA76.9.A43.M26;QA;76.9;.A43.M26;3;
2091;Especificacion, Derivacion y Analisis de Algoritmos ejercicios resueltos;Narciso Marti Oliet, Clara Maria Segura Diaz y otros;2006;QA76.9.A43.M26;QA;76.9;.A43.M26;4;
2092;ALGORITMOS y Diagramas de flujo aplicados en JAVA 2 mas de 15 mil terminos;Robert Jaime Pantigoso Silva;2006;QA76.9.A43.P23;QA;76.9;.A43.P23;1;
2093;Analisis y diseño de Algoritmos: Un enfoque teorico y practico;Jose Ignacio Pelaez Sanchez;2006;QA76.9.A43.P39;QA;76.9;.A43.P39;1;
2094;Analisis y diseño de Algoritmos: Un enfoque teorico y practico;Jose Ignacio Pelaez Sanchez;2006;QA76.9.A43.P39;QA;76.9;.A43.P39;2;
2095;Analisis y diseño de Algoritmos: Un enfoque teorico y practico;Jose Ignacio Pelaez Sanchez;2006;QA76.9.A43.P39;QA;76.9;.A43.P39;3;
2096;Analisis y diseño de Algoritmos: Un enfoque teorico y practico;Jose Ignacio Pelaez Sanchez;2006;QA76.9.A43.P39;QA;76.9;.A43.P39;4;
2097;Analisis y diseño de Algoritmos: Un enfoque teorico y practico;Jose Ignacio Pelaez Sanchez;2006;QA76.9.A43.P39;QA;76.9;.A43.P39;5;
2098;diseño y analisis de ALGORITMOS;Editora Macro EIRL.;2005;QA76.9.A43.R97;QA;76.9;.A43.R97;1;
2099;diseño y analisis de ALGORITMOS;Editora Macro EIRL.;2005;QA76.9.A43.R97;QA;76.9;.A43.R97;2;
2100;Algoritmos a Fondo con Implementacion en C y JAVA incluye diagramas de flujo y UML;Pablo Augusto Sznajdleder;2012;QA76.9.A43.S99;QA;76.9;.A43.S99;1;
2101;Algoritmos a Fondo con Implementacion en C y JAVA incluye diagramas de flujo y UML;Pablo Augusto Sznajdleder;2012;QA76.9.A43.S99;QA;76.9;.A43.S99;2;
2102;Algoritmos a Fondo con Implementacion en C y JAVA incluye diagramas de flujo y UML;Pablo Augusto Sznajdleder;2012;QA76.9.A43.S99;QA;76.9;.A43.S99;3;
2103;Algoritmos a Fondo con Implementacion en C y JAVA incluye diagramas de flujo y UML;Pablo Augusto Sznajdleder;2012;QA76.9.A43.S99;QA;76.9;.A43.S99;4;
2104;Algoritmos a Fondo con Implementacion en C y JAVA incluye diagramas de flujo y UML;Pablo Augusto Sznajdleder;2012;QA76.9.A43.S99;QA;76.9;.A43.S99;5;
2105;Estructura de Computadores Programacion del procesador MIPS y su ensamblador;Jose Antonio Alvarez Bermejo;2009;QA76.9.A73.A49;QA;76.9;.A73.A49;1;
2106;Estructura de Computadores Programacion del procesador MIPS y su ensamblador;Jose Antonio Alvarez Bermejo;2009;QA76.9.A73.A49;QA;76.9;.A73.A49;2;
2107;Estructura de Computadores Problemas resueltos;Isabel Garcia Clemente, Manuel M. Nieto Rodriguez;2006;QA76.9.A73.G25;QA;76.9;.A73.G25;1;
2108;Arquitectura de Computadores;Juan Carlos Granda Candas, Jose Maria Lopez Lopez y otros;2017;QA76.9.A73.G78;QA;76.9;.A73.G78;1;
2109;Arquitectura de Computadores;Julio Ortega, Mancia Anguita, Alberto Prieto;2005;QA76.9.A73.O73;QA;76.9;.A73.O73;1;
2110;ARQUITECTURA DE COMPUTADORAS de los microprocesadores a las supercomputadoras ;Behrooz Parhami;2007;QA76.9.A73.P26;QA;76.9;.A73.P26;1;
2111;ARQUITECTURA DE COMPUTADORAS de los microprocesadores a las supercomputadoras ;Behrooz Parhami;2007;QA76.9.A73.P26;QA;76.9;.A73.P26;2;
2112;ARQUITECTURA DE COMPUTADORAS de los microprocesadores a las supercomputadoras ;Behrooz Parhami;2007;QA76.9.A73.P26;QA;76.9;.A73.P26;3;
2113;ARQUITECTURA DE COMPUTADORAS de los microprocesadores a las supercomputadoras ;Behrooz Parhami;2007;QA76.9.A73.P26;QA;76.9;.A73.P26;4;
2114;ARQUITECTURA DE COMPUTADORES;Patricia Quiroga;2010;QA76.9.A73.Q71;QA;76.9;.A73.Q71;1;
2115;ARQUITECTURA DE COMPUTADORES Fundamentos de los procesadores superescalares;John Paul Shen, Mikko H. Lipasti;2006;QA76.9.A73.S47;QA;76.9;.A73.S47;1;
2116;ARQUITECTURA DE COMPUTADORES Fundamentos de los procesadores superescalares;John Paul Shen, Mikko H. Lipasti;2006;QA76.9.A73.S47;QA;76.9;.A73.S47;2;
2117;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;1;
2118;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;10;
2119;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;11;
2120;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;12;
2121;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;2;
2122;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;3;
2123;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;4;
2124;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;5;
2125;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;6;
2126;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;7;
2127;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;8;
2128;Auditoria de Tecnologias y Sistemas de Informacion;Mario Piattini Velthuis;2008;QA76.9.A93.P52;QA;76.9;.A93.P52;9;
2129;Programando Bases de Datos con ADO.NET y SQL Server;Luis Edwin Dueñas Huaroto;2005;QA76.9.C55.D96;QA;76.9;.C55.D96;1;
2130;Programando Bases de Datos con ADO.NET y SQL Server;Luis Edwin Dueñas Huaroto;2005;QA76.9.C55.D96;QA;76.9;.C55.D96;2;
2131;SIMULACION DE SISTEMAS con el Software Arena;Pedro J. Torres Vega;2013;QA76.9.C62.T75;QA;76.9;.C62.T75;1;
2132;SIMULACION DE SISTEMAS con el Software Arena;Pedro J. Torres Vega;2013;QA76.9.C62.T75;QA;76.9;.C62.T75;2;
2133;SIMULACION DE SISTEMAS con el Software Arena;Pedro J. Torres Vega;2013;QA76.9.C62.T75;QA;76.9;.C62.T75;3;
2134;SIMULACION DE SISTEMAS con el Software Arena;Pedro J. Torres Vega;2013;QA76.9.C62.T75;QA;76.9;.C62.T75;4;
2135;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 1;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.1;QA;76.9;.C643.H39 V.1;1;
2136;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 2;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.2;QA;76.9;.C643.H39 V.2;1;
2137;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 2;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.2 ;QA;76.9;.C643.H39 V.2 ;3;
2138;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 2;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.2;QA;76.9;.C643.H39 V.2;2;
2139;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 3  Apendices;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.3;QA;76.9;.C643.H39 V.3;1;
2140;Estructura y Diseño de Computadores Interficie circuiteria/ Programacion Volumen 3  Apendices;David A. Patterson, John L. Hennessy;2000;QA76.9.C643.H39 V.3 ;QA;76.9;.C643.H39 V.3 ;2;
2141;ESTRUCTURA y DISEÑO DE COMPUTADORES La interfaz hardware / software 4ta Edicion;David A. Patterson, John L. Hennessy;2011;QA76.9.C643.P28;QA;76.9;.C643.P28;1;
2142;Organización y Arquitectura de Computadores;William Stallings;2005;QA76.9.C643.S78;QA;76.9;.C643.S78;1;
2143;Organización y Arquitectura de Computadores;William Stallings;2005;QA76.9.C643.S78;QA;76.9;.C643.S78;2;
2144;Organización y Arquitectura de Computadores;William Stallings;2005;QA76.9.C643.S78;QA;76.9;.C643.S78;3;
2145;Organización y Arquitectura de Computadores;William Stallings;2005;QA76.9.C643.S78;QA;76.9;.C643.S78;4;
2146;SIMULACION y analisis de sistemas con ProModel;Eduardo Garcia Dunna, Heriberto Garcia Reyes ;2006;QA76.9.C65.G23;QA;76.9;.C65.G23;1;
2147;SIMULACION y analisis de sistemas con ProModel 2da Edicion;Eduardo Garcia Dunna, Heriberto Garcia Reyes ;2006;QA76.9.C65.G23 ;QA;76.9;.C65.G23 ;1;
2148;SIMULACION y analisis de sistemas con ProModel 2da Edicion;Eduardo Garcia Dunna, Heriberto Garcia Reyes ;2006;QA76.9.C65.G23;QA;76.9;.C65.G23;2;
2149;Simulacion de Procesos y Aplicaciones;Agustin Jimenez Avello;2015;QA76.9.C65.J54;QA;76.9;.C65.J54;1;
2150;Simulacion de Procesos y Aplicaciones;Agustin Jimenez Avello;2015;QA76.9.C65.J54;QA;76.9;.C65.J54;2;
2151;Simulacion de Procesos y Aplicaciones;Agustin Jimenez Avello;2015;QA76.9.C65.J54;QA;76.9;.C65.J54;3;
2152;Simulacion de Procesos y Aplicaciones;Agustin Jimenez Avello;2015;QA76.9.C65.J54;QA;76.9;.C65.J54;4;
2153;SIMULACION con Software Arena 4ta Edicion;W. David Kelton;2008;QA76.9.C65.K37;QA;76.9;.C65.K37;1;
2154;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;1;
2155;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;2;
2156;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;3;
2157;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;4;
2158;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;5;
2159;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;6;
2160;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;7;
2161;SIMULACION Metodos y Aplicaciones 2da Edicion;David Rios Insua, Sixto Rios Insua y otros;2010;QA76.9.C65.R63;QA;76.9;.C65.R63;8;
2162;SQL Server 2008;Francisco Charte Ojeda;2009;QA76.9.CH525;QA;76.9;.CH525;1;
2163;Domine Microsoft SQL Server 2008;Cesar Perez López;2010;QA76.9.D.P97;QA;76.9;.D.P97;1;
2164;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;1;
2165;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;2;
2166;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;3;
2167;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;4;
2168;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;5;
2169;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;6;
2170;Desarrollo de Bases de Datos: casos practicos desde el analisis a la implementacion;Dolores Cuadra, Elena Castro y otros;2008;QA76.9.D26.D61;QA;76.9;.D26.D61;7;
2171;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;1;
2172;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;10;
2173;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;2;
2174;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;3;
2175;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;4;
2176;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;5;
2177;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;6;
2178;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;7;
2179;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;8;
2180;ADMINISTRACION DE BASES DE DATOS Diseño y Desarrollo de Aplicaciones 3ra Edicion;Michael V. Mannino;2007;QA76.9.D26.M22;QA;76.9;.D26.M22;9;
2181;Diseño de bases de datos relacionales UF2175;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;1;
2182;Diseño de bases de datos relacionales UF2176;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;2;
2183;Diseño de bases de datos relacionales UF2177;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;3;
2184;Diseño de bases de datos relacionales UF2178;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;4;
2185;Diseño de bases de datos relacionales UF2179;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;5;
2186;Diseño de bases de datos relacionales UF2180;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;6;
2187;Diseño de bases de datos relacionales UF2180;Jose Manuel Piñeiro Gomez;2014;QA76.9.D26.P59;QA;76.9;.D26.P59;7;
2188;Aplicaciones Informaticas de bases de datos relacionales UF0322;Oscar Sanchez Estella;2016;QA76.9.D26.S23A;QA;76.9;.D26.S23A;1;
2189;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;1;
2190;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;2;
2191;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;3;
2192;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;4;
2193;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;5;
2194;Fundamentos de DISEÑO de BASES de DATOS 5ta Edicion;Abraham Silberschatz;2007;QA76.9.D26.S55;QA;76.9;.D26.S55;6;
2195;Fundamentos  DISEÑO de BASES de DATOS ;Rod Stephens;2009;QA76.9.D26.S79;QA;76.9;.D26.S79;1;
2196;Fundamentos  DISEÑO de BASES de DATOS ;Rod Stephens;2009;QA76.9.D26.S79;QA;76.9;.D26.S79;2;
2197;Fundamentos  DISEÑO de BASES de DATOS ;Rod Stephens;2009;QA76.9.D26.S79;QA;76.9;.D26.S79;3;
2198;Tecnologia y diseño de Bases de Datos;Mario G. Piattini, Esperanza Marcos ;2007;QA76.9.D26.T31;QA;76.9;.D26.T31;1;
2199;Tecnologia y diseño de Bases de Datos;Mario G. Piattini, Esperanza Marcos ;2007;QA76.9.D26.T31;QA;76.9;.D26.T31;2;
2200;Tecnologia y diseño de Bases de Datos;Mario G. Piattini, Esperanza Marcos ;2007;QA76.9.D26.T31;QA;76.9;.D26.T31;3;
2201;Tecnologia y diseño de Bases de Datos;Mario G. Piattini, Esperanza Marcos ;2007;QA76.9.D26.T31;QA;76.9;.D26.T31;4;
2202;Tecnologia y diseño de Bases de Datos;Mario G. Piattini, Esperanza Marcos ;2007;QA76.9.D26.T31;QA;76.9;.D26.T31;5;
2203;Sistemas de Gestion de Bases de datos 3ra Edicion;Ramakrishnan Raghu;2007;QA76.9.D3.B26;QA;76.9;.D3.B26;1;
2204;Sistemas de Gestion de Bases de datos 3ra Edicion;Ramakrishnan Raghu;2007;QA76.9.D3.B26;QA;76.9;.D3.B26;2;
2205;Sistemas de Gestion de Bases de datos 3ra Edicion;Ramakrishnan Raghu;2007;QA76.9.D3.B26;QA;76.9;.D3.B26;3;
2206;BASES de DATOS;Carlos Lorenzo Bragado;2013;QA76.9.D3.B81;QA;76.9;.D3.B81;1;
2207;BASES de DATOS;Carlos Lorenzo Bragado;2013;QA76.9.D3.B81;QA;76.9;.D3.B81;2;
2208;BASES de DATOS;Carlos Lorenzo Bragado;2013;QA76.9.D3.B81;QA;76.9;.D3.B81;3;
2209;BASES de DATOS;Carlos Lorenzo Bragado;2013;QA76.9.D3.B81;QA;76.9;.D3.B81;4;
2210;BASES de DATOS;Carlos Lorenzo Bragado;2013;QA76.9.D3.B81;QA;76.9;.D3.B81;5;CAMBIAR CLASIFICACION
2211;Domine ORACLE 11g;Juan J. Castañeda Leon;2008;QA76.9.D3.C33;QA;76.9;.D3.C33;1;
2212;Fundamentos de SQL Server y Objetos ActiveX Data Objects;Juan Jose Castañeda Leon;2009;QA76.9.D3.C33F;QA;76.9;.D3.C33F;1;
2213;BASES DE DATOS Diseño, Implemetacion y administracion 9na Edicion;Carlos Coronel;2011;QA76.9.D3.C78;QA;76.9;.D3.C78;1;
2214;BASES DE DATOS Diseño, Implemetacion y administracion 9na Edicion;Carlos Coronel;2012;QA76.9.D3.C78;QA;76.9;.D3.C78;2;
2215;ORACLE Base de Datos 10g;Christian Crovetto Huerta;2005;QA76.9.D3.C91.;QA;76.9;.D3.C91.;1;
2216;ORACLE Base de Datos 10g;Christian Crovetto Huerta;2005;QA76.9.D3.C91.;QA;76.9;.D3.C91.;2;
2217;Fundamentos de Sistemas de Bases de Datos;Ramez Elmarsi;2002;QA76.9.D3.E43F;QA;76.9;.D3.E43F;1;
2218;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;1;
2219;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;2;
2220;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;3;
2221;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;4;
2222;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;5;
2223;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;6;
2224;Fundamentos de Sistemas de Bases de Datos 5ta Edicion;Ramez Elmarsi;2007;QA76.9.D3.E43F;QA;76.9;.D3.E43F;7;
2225;Bases de Datos Un enfoque practico;Luis Francisco Garcia Rincon;2007;QA76.9.D3.G25;QA;76.9;.D3.G25;1;
2226;Programacion de Bases Datos con C#;Alfons  Gonzales;2010;QA76.9.D3.G66;QA;76.9;.D3.G66;1;
2227;GESTION de Bases de datos;Alfons  Gonzales Perez;2011;QA76.9.D3.G68;QA;76.9;.D3.G68;1;
